Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total,Speed_IAS_in_knots
PORTLAND INTL (OR),P-3,None,MILITARY,Oregon,Landing Roll,Medium,Mallard,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,MD-80,None,UNKNOWN,North Carolina,Landing Roll,Small,Mourning dove,Day,0,0,0,140
LOUISVILLE INTL ARPT,B-757-200,None,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,135
EPPLEY AIRFIELD,B-727-200,None,DELTA AIR LINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,180
SAN ANTONIO INTL,B-737-300,Minor,SOUTHWEST AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
EPPLEY AIRFIELD,DA-900,None,BUSINESS,Nebraska,Descent,Small,Unknown bird - small,Night,0,0,0,220
CLEVELAND-HOPKINS INTL ARPT,DHC8 DASH 8,None,ALLEGHENYAIRLINES,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,115
PHOENIX SKY HARBOR,B-737-300,None,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,UNKNOWN,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-727,None,ASTAR AIR CARGO,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,145
PORTLAND INTL (OR),DC-8-62,None,ABX AIR,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PHOENIX SKY HARBOR,B-737-300,Minor,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,145
GREATER PITTSBURGH,FOKKER F100,None,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,
MEMPHIS INTL,A-300,None,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-737,None,SOUTHWEST AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,210
LOS ANGELES INTL,MD-82,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,200
LOUISVILLE INTL ARPT,B-757-200,None,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,160
PHILADELPHIA INTL,B-737-300,None,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,180
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,150
MEMPHIS INTL,DC-10-10,None,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,130
GREATER PITTSBURGH,B-737-300,None,UNITED AIRLINES,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
MEMPHIS INTL,B-727-200,None,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,240
MEMPHIS INTL,B-727-200,None,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,240
ATLANTA INTL,DC-8-61,None,ABX AIR,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,DC-9,None,CONTINENTAL AIRLINES,North Carolina,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,120
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,American robin,Day,0,0,0,
BALTIMORE WASH INTL,B-737-200,None,US AIRWAYS*,Maryland,Approach,Small,Unknown bird - small,Dusk,0,0,0,210
SALT LAKE CITY INTL,A-300,None,FEDEX EXPRESS,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
HONOLULU INTL ARPT,DC-9,None,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
AUSTIN-BERGSTROM INTL,MD-88,None,DELTA AIR LINES,Texas,Approach,Large,Unknown bird - large,Night,0,0,0,210
BALTIMORE WASH INTL,DC-10-10,Medium,UNITED AIRLINES,Maryland,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,120
HONOLULU INTL ARPT,DC-9,None,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
LOGAN INTL,A-319,None,AMERICA WEST AIRLINES,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SACRAMENTO INTL,FOKKER F28 MK 4000,None,HORIZON AIR,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,B-727,None,FEDEX EXPRESS,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
WILL ROGERS WORLD ARPT,B-727,None,DELTA AIR LINES,Oklahoma,Approach,Small,Unknown bird - small,Night,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,MU-300,Minor,BUSINESS,North Carolina,Approach,Large,Canada goose,Day,6860,16465,23325,108
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,120
FORT LAUDERDALE/HOLLYWOOD INTL,B-737,None,US AIRWAYS*,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,
SALT LAKE CITY INTL,MD-90-30,None,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,C-141B,None,MILITARY,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
BALTIMORE WASH INTL,B-737-700,None,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,190
SACRAMENTO INTL,MD-80,None,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,AIR CANADA,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO O'HARE INTL ARPT,B-757-200,Substantial,UNITED AIRLINES,Illinois,Climb,Medium,Herring gull,Day,0,104002,104002,300
CHICAGO O'HARE INTL ARPT,MD-82,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,135
BARKSDALE AIR FORCE BASE ARPT,C-130E,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,160
PHOENIX SKY HARBOR,B-757-200,None,AMERICA WEST AIRLINES,Arizona,Descent,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,SAAB-340,Substantial,CHAUTAUQUA AIRLINES,Pennsylvania,Landing Roll,Large,White-tailed deer,Night,0,105507,105507,
MINNEAPOLIS-ST PAUL INTL,C-130E,None,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,115
PHOENIX SKY HARBOR,B-737-300,None,SOUTHWEST AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
METRO OAKLAND INTL,B-737-400,None,ALASKA AIRLINES,California,Approach,Large,Canada goose,Day,0,0,0,
DENVER INTL AIRPORT,CL-RJ100/200,None,AIR WISCONSIN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-737-200,None,UNITED AIRLINES,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,None,AMERICA WEST AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,230
JOHN F KENNEDY INTL,B-757-200,None,DELTA AIR LINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
LOGAN INTL,B-737-200,None,US AIRWAYS*,Massachusetts,Take-off run,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Take-off run,Small,Mourning dove,Dusk,0,0,0,128
SALT LAKE CITY INTL,B-737-500,None,SOUTHWEST AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,American robin,Day,0,0,0,100
SALT LAKE CITY INTL,B-737-300,None,UNITED AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
SALT LAKE CITY INTL,B-727-200,None,DELTA AIR LINES,Utah,Take-off run,Medium,American crow,Day,0,0,0,135
PORTLAND INTL (OR),B-737-500,None,UNITED AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
AUSTIN-BERGSTROM INTL,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,120
SALT LAKE CITY INTL,CL-RJ100/200,None,SKYWEST AIRLINES,Utah,Climb,Small,European starling,Day,0,0,0,
AUSTIN-BERGSTROM INTL,MD-88,None,DELTA AIR LINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,160
WASHINGTON DULLES INTL ARPT,FOKKER F100,None,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
LOGAN INTL,MD-88,None,DELTA AIR LINES,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,
ORLANDO INTL,B-737-200,None,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,145
EPPLEY AIRFIELD,B-727,None,UNITED AIRLINES,Nebraska,Approach,Large,Unknown bird - large,Day,0,0,0,135
CHICAGO MIDWAY INTL ARPT,BA-31 JETSTR,None,BUSINESS,Illinois,Take-off run,Medium,Ring-billed gull,Day,0,0,0,60
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,145
PHILADELPHIA INTL,DC-9,None,AIR CANADA,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,100
CHICAGO O'HARE INTL ARPT,MD-82,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
NEWARK LIBERTY INTL ARPT,MD-80,None,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
PHOENIX SKY HARBOR,B-737-300,None,US AIRWAYS*,Arizona,Climb,Large,Unknown bird - large,Night,0,0,0,
PORTLAND INTL (OR),B-737-300,None,UNITED AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
LOUISVILLE INTL ARPT,B-767-300,None,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
GEORGE BUSH INTERCONTINENTAL,B-737,None,CONTINENTAL AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,
EPPLEY AIRFIELD,B-737-300,None,AMERICA WEST AIRLINES,Nebraska,Climb,Small,Unknown bird - small,Day,0,0,0,160
SALT LAKE CITY INTL,B-757-200,None,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,
HOUSTON-HOBBY,B-737-200,Medium,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
AUSTIN-BERGSTROM INTL,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
PORT COLUMBUS INTL,B-757-200,None,AMERICA WEST AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,
LAMBERT-ST LOUIS INTL,MD-83,None,AMERICAN AIRLINES,Missouri,Approach,Small,European starling,Day,82,0,82,140
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,AMERICAN AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORT COLUMBUS INTL,B-737-200,Substantial,US AIRWAYS*,Ohio,Take-off run,Small,Unknown bird - small,Night,0,0,0,
AUSTIN-BERGSTROM INTL,MD-83,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
TETERBORO AIRPORT,CL-600,None,BUSINESS,New Jersey,Climb,Medium,Mallard,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-82,None,SPIRIT AIRLINES,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-737-200,None,DELTA AIR LINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-757-200,None,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
SAN FRANCISCO INTL ARPT,B-737-500,None,UNITED AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-9-30,None,TRANS WORLD AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120
DENVER INTL AIRPORT,B-737-500,None,UNITED AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Short-eared owl,Day,0,0,0,
SAN ANTONIO INTL,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,90
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737-300,None,SOUTHWEST AIRLINES,Oregon,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,
INDIANAPOLIS INTL,CL-RJ100/200,None,COMAIR AIRLINES,Indiana,Approach,Small,Mourning dove,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
PHILADELPHIA INTL,A-320,None,UNITED AIRLINES,Pennsylvania,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,MD-80,None,AMERICAN AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
HONOLULU INTL ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,143
KANSAS CITY INTL,MD-80,None,DELTA AIR LINES,Missouri,Landing Roll,Small,European starling,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,TRANS WORLD AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
PHILADELPHIA INTL,B-737-200,Medium,US AIRWAYS*,Pennsylvania,Climb,Small,Mourning dove,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Take-off run,Small,American robin,Day,0,0,0,
SACRAMENTO INTL,B-737-400,None,ALASKA AIRLINES,California,Approach,Small,Unknown bird - small,Day,137,0,137,140
NASHVILLE INTL,FOKKER F100,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
HOUSTON-HOBBY,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,230
SAN FRANCISCO INTL ARPT,B-767-300,None,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,A-320,None,NORTHWEST AIRLINES,Missouri,Approach,Small,American kestrel,Day,0,0,0,140
MINETA SAN JOSE INTL,B-757-200,None,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,MD-80,None,AMERICAN AIRLINES,Missouri,Take-off run,Small,Eastern meadowlark,Day,0,0,0,
KANSAS CITY INTL,MD-82,None,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,
KANSAS CITY INTL,B-737-700,None,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,MD-83,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
SACRAMENTO INTL,B-737-500,None,SOUTHWEST AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,140
SALT LAKE CITY INTL,B-737,None,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHICAGO O'HARE INTL ARPT,BA-ATP,None,AIR WISCONSIN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Dawn,343,0,343,200
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,3430,3430,150
SALT LAKE CITY INTL,B-737-300,None,DELTA AIR LINES,Utah,Approach,Small,European starling,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,170
LAGUARDIA NY,B-737-400,Substantial,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
WILL ROGERS WORLD ARPT,B-727-200,None,DELTA AIR LINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
LOS ANGELES INTL,SAAB-340,None,AMERICAN EAGLE AIRLINES,California,Approach,Small,American kestrel,Day,0,0,0,123
MEMPHIS INTL,A-300,None,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,
SACRAMENTO INTL,DC-10,None,FEDEX EXPRESS,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-727-200,None,NORTHWEST AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,B-767-300,None,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SACRAMENTO INTL,B-737-700,None,SOUTHWEST AIRLINES,California,Approach,Small,Mourning dove,Day,0,0,0,140
ATLANTA INTL,DC-9-30,None,AIRTRAN AIRWAYS,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,130
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,SAAB-340,None,CHAUTAUQUA AIRLINES,Pennsylvania,Approach,Small,Mourning dove,Dusk,0,0,0,110
ORLANDO INTL,B-737-200,None,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150
GEORGE BUSH INTERCONTINENTAL,DC-10-10,None,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Landing Roll,Large,Unknown bird - large,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,E-4B,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
SALT LAKE CITY INTL,EMB-120,None,SKYWEST AIRLINES,Utah,Climb,Small,Cliff swallow,Dawn,0,0,0,120
CHICAGO MIDWAY INTL ARPT,B-727-200,None,US AIRWAYS*,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
JOHN F KENNEDY INTL,SAAB-340,None,AMERICAN EAGLE AIRLINES,New York,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Climb,Small,Pacific golden-plover,Day,0,0,0,
CLEVELAND-HOPKINS INTL ARPT,BE-1900,None,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,176
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,135
MEMPHIS INTL,B-727-200,None,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,EXPRESSJET (CONTINENTAL EXPRS),Texas,Descent,Small,Unknown bird - small,Night,0,0,0,220
LAMBERT-ST LOUIS INTL,PA-32,None,BUSINESS,Missouri,Landing Roll,Small,American kestrel,Dawn,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,
EPPLEY AIRFIELD,B-727-200,None,DELTA AIR LINES,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,170
PHOENIX SKY HARBOR,B-737-300,None,AMERICA WEST AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,
JOHN F KENNEDY INTL,B-767-200,None,AMERICAN AIRLINES,New York,Climb,Small,Laughing gull,Day,0,0,0,160
EPPLEY AIRFIELD,CL-RJ100/200,None,COMAIR AIRLINES,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,105
SACRAMENTO INTL,FOKKER F28 MK 4000,None,HORIZON AIR,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,C-182 SKYLAN,None,PRIVATELY OWNED,Utah,Landing Roll,Small,American kestrel,Day,0,0,0,
LOS ANGELES INTL,B-737-400,None,ALASKA AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,80
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,140
SALT LAKE CITY INTL,MD-80,None,AMERICAN AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,137,0,137,160
LOS ANGELES INTL,L-1011,None,DELTA AIR LINES,California,Landing Roll,Small,American kestrel,Dusk,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,None,SOUTHWEST AIRLINES,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120
SALT LAKE CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Utah,Approach,Small,Blackbirds,Day,0,0,0,160
PHILADELPHIA INTL,B-737-300,None,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-737-700,None,SOUTHWEST AIRLINES,Utah,Take-off run,Small,Unknown bird - small,Night,0,0,0,
PORT COLUMBUS INTL,B-737-200,None,DELTA AIR LINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,125
LAMBERT-ST LOUIS INTL,DC-9-30,None,TRANS WORLD AIRLINES,Missouri,Approach,Small,European starling,Day,0,0,0,140
SEATTLE-TACOMA INTL,MD-82,None,AMERICAN AIRLINES,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,140
LOGAN INTL,B-727-200,None,DELTA AIR LINES,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-300,None,SOUTHWEST AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,150
CLEVELAND-HOPKINS INTL ARPT,B-737-200,None,SOUTHWEST AIRLINES,Ohio,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
KANSAS CITY INTL,B-737-200,None,DELTA AIR LINES,Missouri,Descent,Small,Unknown bird - small,Day,0,0,0,250
LOUISVILLE INTL ARPT,B-737,None,SOUTHWEST AIRLINES,Kentucky,Take-off run,Small,American kestrel,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,180
GREATER PITTSBURGH,FOKKER F100,None,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
JOHN F KENNEDY INTL,B-767-300,None,DELTA AIR LINES,New York,Landing Roll,Small,Killdeer,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,Medium,DELTA AIR LINES,Indiana,Take-off run,Large,Unknown bird - large,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
LOGAN INTL,B-757-200,None,AMERICAN AIRLINES,Massachusetts,Climb,Small,Unknown bird - small,Day,0,0,0,150
HONOLULU INTL ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Approach,Large,Unknown bird - large,Day,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,EMB-145,None,EXPRESSJET (CONTINENTAL EXPRS),North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,135
INDIANAPOLIS INTL,DC-9-50,None,NORTHWEST AIRLINES,Indiana,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140
